subject	relation	object	time_step	datetime
SCHOOL	010 Make statement, not specified below	STUDENT	9390	2018-01-07 12:30
FRANCE	010 Make statement, not specified below	PRESIDENT	22110	2018-01-16 08:30
IRANIAN	154 Mobilize or increase armed forces 	SYRIA	27060	2018-01-19 19:00
IRAN	141 Demonstrate or rally	PRESIDENT	23805	2018-01-17 12:45
ISRAEL	046 Engage in negotiation	EGYPTIAN	29955	2018-01-21 19:15
SENATE	120 Reject, not specified below	GOVERNMENT	27360	2018-01-20 00:00
NIGERIA	090 Investigate, not specified below	AUTHORITIES	8475	2018-01-06 21:15
UNITED STATES	012 Make pessimistic comment	DEPUTY	24345	2018-01-17 21:45
UNITED STATES	190 Use conventional military force, not specified below	ACTIVIST	8010	2018-01-06 13:30
QATAR	043 Host a visit	AMERICAN	22230	2018-01-16 10:30
UNITED STATES	010 Make statement, not specified below	SOUTH KOREA	13815	2018-01-10 14:15
SYRIA	020 Appeal, not specified below	MINIST OF FOREIGN AFFAIRS	6750	2018-01-05 16:30
PHILIPPINE	030 Express intent to cooperate, not specified below	MNLF	9510	2018-01-07 14:30
UNITED STATES	051 Praise or endorse	SYRIA	14565	2018-01-11 02:45
MAYOR	010 Make statement, not specified below	JERSEY	20760	2018-01-15 10:00
FRENCH	042 Make a visit	UNITED KINGDOM	26535	2018-01-19 10:15
NEIGHBORHOOD	042 Make a visit	UNITED STATES	3150	2018-01-03 04:30
IRAN	130 Threaten, not specified below	EUROPEAN	16050	2018-01-12 03:30
MINIST OF INTERIOR	042 Make a visit	TURKISH	735	2018-01-01 12:15
UNITED STATES	040 Consult, not specified below	MEDIA	22005	2018-01-16 06:45
RUSSIA	020 Appeal, not specified below	UNITED STATES	6630	2018-01-05 14:30
NORTH KOREAN	010 Make statement, not specified below	PRESIDENT	10095	2018-01-08 00:15
SINAI	070 Provide aid, not specified below	NASSAU	34215	2018-01-24 18:15
UNITED STATES	100 Demand, not specified below	HAITI	16980	2018-01-12 19:00
SRI LANKA	050 Engage in diplomatic cooperation, not specified below	CABINET	24525	2018-01-18 00:45
GHANA	013 Make optimistic comment	MEMBER OF PARLIAMENT	22725	2018-01-16 18:45
SENATOR	110 Disapprove, not specified below	GOVERNMENT	27675	2018-01-20 05:15
PARLIAMENT	020 Appeal, not specified below	PRESIDENT	22395	2018-01-16 13:15
ANKARA	051 Praise or endorse	SYRIAN	18120	2018-01-13 14:00
COLOMBIA	010 Make statement, not specified below	GOVERNOR	29505	2018-01-21 11:45
BANGLADESH	010 Make statement, not specified below	MINISTRY	18555	2018-01-13 21:15
IRAQ	190 Use conventional military force, not specified below	ISLAMIC	30750	2018-01-22 08:30
HOUSING AND PUBLIC WORKS MINIST	040 Consult, not specified below	CHITTAGONG	20370	2018-01-15 03:30
INTELLIGENCE	036 Express intent to meet or negotiate	UNITED STATES	22200	2018-01-16 10:00
LAWMAKER	120 Reject, not specified below	ISLAMABAD	8040	2018-01-06 14:00
ATTORNEY	020 Appeal, not specified below	EMPLOYER	4350	2018-01-04 00:30
DUBAI	036 Express intent to meet or negotiate	SAO PAULO	24630	2018-01-18 02:30
CANADA	020 Appeal, not specified below	SASKATCHEWAN	2220	2018-01-02 13:00
FULANI	190 Use conventional military force, not specified below	FARMER	33570	2018-01-24 07:30
FARMER	190 Use conventional military force, not specified below	WINDHOEK	32460	2018-01-23 13:00
POLICE	042 Make a visit	UNITED KINGDOM	11265	2018-01-08 19:45
DEPUTY	010 Make statement, not specified below	ATHENS	13905	2018-01-10 15:45
NIGERIA	015 Acknowledge or claim responsibility	JUDGE	2310	2018-01-02 14:30
HONDURAS	130 Threaten, not specified below	JAMAICA	13215	2018-01-10 04:15
CLEVELAND	050 Engage in diplomatic cooperation, not specified below	UNITED KINGDOM	11430	2018-01-08 22:30
TRADER	010 Make statement, not specified below	ADMINISTRATION	23820	2018-01-17 13:00
PROFESSOR	020 Appeal, not specified below	GOVERNMENT	13815	2018-01-10 14:15
FRANCE	013 Make optimistic comment	THE UN	8100	2018-01-06 15:00
GOLDMAN SACHS	046 Engage in negotiation	CHINA	33090	2018-01-23 23:30
MAYOR	010 Make statement, not specified below	SETTLEMENT	21015	2018-01-15 14:15
ISRAELI	045 Mediate	UNITED STATES	24630	2018-01-18 02:30
UNITED STATES	016 Deny responsibility	MAGISTRATE	31770	2018-01-23 01:30
UNITED STATES	100 Demand, not specified below	CHAMBER	32790	2018-01-23 18:30
CONSTABLE	042 Make a visit	AFRICA	32610	2018-01-23 15:30
TERRORIST GROUP	030 Express intent to cooperate, not specified below	UNITED STATES	22410	2018-01-16 13:30
EL SALVADOR	042 Make a visit	QATAR	24180	2018-01-17 19:00
CHINA	020 Appeal, not specified below	PAKISTAN	22875	2018-01-16 21:15
DEPARTMENT OF DEFENSE	051 Praise or endorse	PRESIDENT	5595	2018-01-04 21:15
BISHOP	043 Host a visit	HANI	24885	2018-01-18 06:45
VILLAGE	014 Consider policy option	UNITED STATES	5640	2018-01-04 22:00
CONGRESS	010 Make statement, not specified below	SALVADORAN	12990	2018-01-10 00:30
DANISH	173 Arrest, detain, or charge with legal action 	SWEDEN	32865	2018-01-23 19:45
PALESTINIAN	125 Reject proposal to meet, discuss, or negotiate	ISRAEL	23985	2018-01-17 15:45
UNITED KINGDOM	030 Express intent to cooperate, not specified below	INDUSTRY	34440	2018-01-24 22:00
US GOVERNMENT	071 Provide economic aid	EMBASSY	16410	2018-01-12 09:30
NIGERIA	060 Engage in material cooperation, not specified below	TRANSPORT WORKER	23940	2018-01-17 15:00
UNITED KINGDOM	042 Make a visit	UNITED STATES	34410	2018-01-24 21:30
BELGIUM	040 Consult, not specified below	POLISH	32310	2018-01-23 10:30
WORKER	112 Accuse, not specified below	COLOMBIA	2670	2018-01-02 20:30
ASEAN	043 Host a visit	BUSINESS	32415	2018-01-23 12:15
AUSTRALIA	040 Consult, not specified below	GOVERNMENT	31095	2018-01-22 14:15
UNITED KINGDOM	021 Appeal for material cooperation, not specified below	POLITICIAN	20235	2018-01-15 01:15
UNITED STATES	0841 Return, release person(s)	PRESIDENT	24090	2018-01-17 17:30
UNITED STATES	011 Decline comment	GOVERNOR	11190	2018-01-08 18:30
UNITED STATES	112 Accuse, not specified below	OBAMA	19200	2018-01-14 08:00
DUTCH	1031 Demand economic aid	COTE D'IVOIRE	5235	2018-01-04 15:15
THE POOR	0874 Retreat or surrender militarily	VIETNAM	31590	2018-01-22 22:30
MANILA	010 Make statement, not specified below	THE WHITE HOUSE	27705	2018-01-20 05:45
BELARUS	040 Consult, not specified below	AMBASSADOR	32070	2018-01-23 06:30
NORTHROP GRUMMAN	010 Make statement, not specified below	GOVERNMENT	12315	2018-01-09 13:15
REPUBLIC OF KOREA	051 Praise or endorse	DPRK	14070	2018-01-10 18:30
GOVERNMENT	043 Host a visit	GUNMEN	2280	2018-01-02 14:00
MAJOR GENERAL	070 Provide aid, not specified below	STUDENT	20715	2018-01-15 09:15
WRITER	010 Make statement, not specified below	UNITED STATES	12840	2018-01-09 22:00
UNITED STATES	173 Arrest, detain, or charge with legal action 	GOVERNMENT	15765	2018-01-11 22:45
JUDGE	173 Arrest, detain, or charge with legal action 	ILLINOIS	34245	2018-01-24 18:45
KARNATAKA	190 Use conventional military force, not specified below	MEDIA	4500	2018-01-04 03:00
UNITED STATES	090 Investigate, not specified below	AUSTRALIA	20145	2018-01-14 23:45
THERESA MAY	046 Engage in negotiation	HOSPITAL	5760	2018-01-05 00:00
UNITED STATES	051 Praise or endorse	BUSINESS	32880	2018-01-23 20:00
NIGERIA	042 Make a visit	GOVERNOR	34125	2018-01-24 16:45
JUBA	041 Discuss by telephone	PRESIDENT	11850	2018-01-09 05:30
POLICE	090 Investigate, not specified below	HOSPITAL	10875	2018-01-08 13:15
PERU	043 Host a visit	GERMANY	34095	2018-01-24 16:15
LOS ANGELES	043 Host a visit	ACTOR	31650	2018-01-22 23:30
ARMY	190 Use conventional military force, not specified below	SHIA	25470	2018-01-18 16:30
ISRAEL	057 Sign formal agreement	EGYPT	29730	2018-01-21 15:30
PALESTINIAN	164 Halt negotiations	ISRAEL	15825	2018-01-11 23:45
ATTORNEY	090 Investigate, not specified below	UNITED STATES	30780	2018-01-22 09:00
NEWSPAPER	128 Defy norms, law	THE US	26145	2018-01-19 03:45
STAFF MEMBER	020 Appeal, not specified below	LEBANON	26985	2018-01-19 17:45
THE EU	036 Express intent to meet or negotiate	DEUTSCHE BANK	19395	2018-01-14 11:15
SENATOR	020 Appeal, not specified below	CALIFORNIA	7950	2018-01-06 12:30
SYRIAN	180 Use unconventional violence, not specified below	ALEPPO	26370	2018-01-19 07:30
INTELLIGENCE	141 Demonstrate or rally	IRAN	6720	2018-01-05 16:00
THE US	013 Make optimistic comment	PARIS	33165	2018-01-24 00:45
IRAQ	043 Host a visit	IRAQI	10740	2018-01-08 11:00
UNITED KINGDOM	040 Consult, not specified below	UNITED STATES	34155	2018-01-24 17:15
KATSINA	130 Threaten, not specified below	MEDIA	10755	2018-01-08 11:15
TURKISH	010 Make statement, not specified below	BERLIN	33960	2018-01-24 14:00
CINCINNATI	193 Fight with small arms and light weapons	UNITED STATES	3465	2018-01-03 09:45
UNITED STATES	013 Make optimistic comment	REUTERS	24795	2018-01-18 05:15
SUPREME COURT	090 Investigate, not specified below	ATTORNEY GENERAL	15840	2018-01-12 00:00
AZERBAIJANI	010 Make statement, not specified below	KING	23625	2018-01-17 09:45
LITHUANIA	043 Host a visit	PRESIDENT	13485	2018-01-10 08:45
COMMUNITY	051 Praise or endorse	UNITED STATES	25740	2018-01-18 21:00
PRESIDENT	141 Demonstrate or rally	DAVOS	23850	2018-01-17 13:30
UNITED STATES	040 Consult, not specified below	LEGISLATOR	8115	2018-01-06 15:15
NORTH KOREA	014 Consider policy option	WALL STREET JOURNAL	14970	2018-01-11 09:30
SEPARATIST	042 Make a visit	BELARUS	30465	2018-01-22 03:45
UNITED STATES	020 Appeal, not specified below	MEXICO	13935	2018-01-10 16:15
PHILIPPINE	0231 Appeal for economic aid	COMMUNITY	13830	2018-01-10 14:30
ISRAEL	042 Make a visit	CALIFORNIA	24885	2018-01-18 06:45
UNITED KINGDOM	020 Appeal, not specified below	SENATE	12990	2018-01-10 00:30
UNITED KINGDOM	0874 Retreat or surrender militarily	NIGERIA	23010	2018-01-16 23:30
COMPANY	060 Engage in material cooperation, not specified below	KING	29160	2018-01-21 06:00
GOVERNMENT	040 Consult, not specified below	COMPANY	34215	2018-01-24 18:15
FRENCH	010 Make statement, not specified below	SPOKESMAN	4920	2018-01-04 10:00
RUSSIA	190 Use conventional military force, not specified below	PRESIDENT	6600	2018-01-05 14:00
CHINESE	120 Reject, not specified below	MALAYSIAN	32025	2018-01-23 05:45
MINIST	014 Consider policy option	SRI LANKA	33180	2018-01-24 01:00
PENNSYLVANIA	190 Use conventional military force, not specified below	POLICE	18255	2018-01-13 16:15
KUWAIT	043 Host a visit	BANGLADESH	3450	2018-01-03 09:30
SYRIA	194 Fight with artillery and tanks	RUSSIA	13320	2018-01-10 06:00
INTELLIGENCE	040 Consult, not specified below	AUSTRALIA	27825	2018-01-20 07:45
FLORIDA	173 Arrest, detain, or charge with legal action 	WORKER	6135	2018-01-05 06:15
DONG	061 Cooperate economically	CHINA	30345	2018-01-22 01:45
POLICE	042 Make a visit	LAWRENCE	6450	2018-01-05 11:30
UNITED STATES	051 Praise or endorse	OBAMA	12390	2018-01-09 14:30
DEPUTY	042 Make a visit	MOSCOW	6975	2018-01-05 20:15
OBJECTOR	020 Appeal, not specified below	CONSERVATIONIST	30810	2018-01-22 09:30
CHRISTIAN	015 Acknowledge or claim responsibility	UNITED STATES	14910	2018-01-11 08:30
BRAZIL	173 Arrest, detain, or charge with legal action 	AUTHORITIES	12330	2018-01-09 13:30
TALIBAN	075 Grant asylum	GERMAN	32475	2018-01-23 13:15
ISRAELI	040 Consult, not specified below	UNITED STATES	28965	2018-01-21 02:45
PRESIDENT	012 Make pessimistic comment	HAITIAN	17280	2018-01-13 00:00
IRAN	030 Express intent to cooperate, not specified below	GULF COOPERATION COUNCIL	22230	2018-01-16 10:30
UNITED STATES	020 Appeal, not specified below	PUPIL	6825	2018-01-05 17:45
COMPANY	071 Provide economic aid	AFLAC	25095	2018-01-18 10:15
UNITED STATES	070 Provide aid, not specified below	DOCTOR	26970	2018-01-19 17:30
GUINEA	044 Meet at a ÒhirdÓlocation	EQUATORIAL GUINEA	13005	2018-01-10 00:45
BRUSSELS	010 Make statement, not specified below	NEWSPAPER	26850	2018-01-19 15:30
SETTLER	190 Use conventional military force, not specified below	WEST BANK	18435	2018-01-13 19:15
UNITED STATES	111 Criticize or denounce 	SUDAN	16710	2018-01-12 14:30
EGYPT	112 Accuse, not specified below	QATAR	20790	2018-01-15 10:30
BANGLADESH	043 Host a visit	ENERGY SECRETARY	4095	2018-01-03 20:15
SWISS	046 Engage in negotiation	SWITZERLAND	27000	2018-01-19 18:00
MALAWI	043 Host a visit	ARMY	33525	2018-01-24 06:45
CITIZEN	043 Host a visit	NURSE	32700	2018-01-23 17:00
LAWYER	010 Make statement, not specified below	UNITED STATES	4815	2018-01-04 08:15
POLITICIAN	042 Make a visit	JOURNALIST	17730	2018-01-13 07:30
POLICE	190 Use conventional military force, not specified below	JUDGE	23040	2018-01-17 00:00
POLICE	193 Fight with small arms and light weapons	HOSPITAL	32010	2018-01-23 05:30
SOUTH CAROLINA	172 Impose administrative sanctions, not specified below	LAWMAKER	13365	2018-01-10 06:45
UNITED STATES	110 Disapprove, not specified below	PROTESTER	30015	2018-01-21 20:15
PRISON	190 Use conventional military force, not specified below	MOHAWK	16500	2018-01-12 11:00
RUSSIAN	010 Make statement, not specified below	THE US	20925	2018-01-15 12:45
CHINA	061 Cooperate economically	AUSTRALIA	22185	2018-01-16 09:45
HYUNDAI	111 Criticize or denounce 	ALBERT	15105	2018-01-11 11:45
JAPAN	141 Demonstrate or rally	MILITARY	25275	2018-01-18 13:15
STUDENT	042 Make a visit	RHODES	135	2018-01-01 02:15
COLORADO	010 Make statement, not specified below	CIVILIAN	32835	2018-01-23 19:15
UNITED STATES	190 Use conventional military force, not specified below	KING	31500	2018-01-22 21:00
DEMOCRATIC REPUBLIC OF THE CONGO	112 Accuse, not specified below	NATIONAL SECURITY SERVICE	4815	2018-01-04 08:15
CHILEAN	013 Make optimistic comment	THE ASSOCIATED PRESS	31455	2018-01-22 20:15
UNITED ARAB EMIRATES	042 Make a visit	SAUDI ARABIA	21045	2018-01-15 14:45
LONDON	020 Appeal, not specified below	CITIZEN	27030	2018-01-19 18:30
ARMY	017 Engage in symbolic act	PAKISTANI	28320	2018-01-20 16:00
BOTSWANA	043 Host a visit	MOZAMBIQUE	30180	2018-01-21 23:00
FIRE DEPARTMENT	060 Engage in material cooperation, not specified below	UNITED STATES	16020	2018-01-12 03:00
WYOMING	042 Make a visit	UNIVERSITY	3660	2018-01-03 13:00
ROME	046 Engage in negotiation	ITALY	33555	2018-01-24 07:15
REFUGEE	100 Demand, not specified below	ISRAELI	23700	2018-01-17 11:00
UNITED KINGDOM	100 Demand, not specified below	CANADA	17430	2018-01-13 02:30
REBEL	190 Use conventional military force, not specified below	GOVERNMENT FORCES	11160	2018-01-08 18:00
ISRAEL	192 Occupy territory	EGYPT	19500	2018-01-14 13:00
THE WHITE HOUSE	043 Host a visit	NEW YORK CITY	34485	2018-01-24 22:45
GOVERNOR	031 Express intent to engage in material cooperation,  not specified below	ARMENIA	10950	2018-01-08 14:30
INVESTOR	010 Make statement, not specified below	UNITED STATES	22395	2018-01-16 13:15
DAVOS	036 Express intent to meet or negotiate	THE WHITE HOUSE	13005	2018-01-10 00:45
NIGERIA	042 Make a visit	GOVERNMENT	14940	2018-01-11 09:00
VENEZUELA	111 Criticize or denounce 	CONGRESS	13605	2018-01-10 10:45
UNITED STATES	013 Make optimistic comment	NEWSPAPER	15420	2018-01-11 17:00
MONROVIA	036 Express intent to meet or negotiate	BUSINESS	24135	2018-01-17 18:15
AUTHORITIES	090 Investigate, not specified below	LOS ANGELES	25110	2018-01-18 10:30
A US	051 Praise or endorse	SETTLEMENT	6345	2018-01-05 09:45
REGIME	010 Make statement, not specified below	RULING PARTY	24645	2018-01-18 02:45
GOVERNOR	051 Praise or endorse	ARMED FORCES	22035	2018-01-16 07:15
BRITISH	046 Engage in negotiation	UNITED KINGDOM	33285	2018-01-24 02:45
UNITED STATES	173 Arrest, detain, or charge with legal action 	PRISON	15615	2018-01-11 20:15
UNITED STATES	036 Express intent to meet or negotiate	GENEVA	29340	2018-01-21 09:00
UNITED KINGDOM	010 Make statement, not specified below	BUSINESS	32490	2018-01-23 13:30
MEDIA	020 Appeal, not specified below	POLITICIAN	2940	2018-01-03 01:00
SAINT	042 Make a visit	HOSPITAL	2880	2018-01-03 00:00
ISLAMIC	040 Consult, not specified below	HAMAS	5130	2018-01-04 13:30
THE NETHERLAND	057 Sign formal agreement	FRANCE	26775	2018-01-19 14:15
NURSE	051 Praise or endorse	PUBLICATION	33150	2018-01-24 00:30
COCA COLA	042 Make a visit	UNITED STATES	21090	2018-01-15 15:30
INVESTOR	042 Make a visit	COMMUNITY	1230	2018-01-01 20:30
ONTARIO	043 Host a visit	CANADA	6000	2018-01-05 04:00
UNITED STATES	0874 Retreat or surrender militarily	RUSSIA	7410	2018-01-06 03:30
CONGRESS	043 Host a visit	PAKISTAN	20235	2018-01-15 01:15
UNITED STATES	020 Appeal, not specified below	TOURIST	20985	2018-01-15 13:45
PRIME MINISTER	043 Host a visit	BANGLADESH	15	2018-01-01 00:15
RESIDENTS	046 Engage in negotiation	POLICE	19365	2018-01-14 10:45
UNITED ARAB EMIRATES	112 Accuse, not specified below	BAHRAIN	10530	2018-01-08 07:30
AMMAN	060 Engage in material cooperation, not specified below	COPENHAGEN	29715	2018-01-21 15:15
SYRIA	010 Make statement, not specified below	GOVERNMENT OFFICIAL	6420	2018-01-05 11:00
NURSE	013 Make optimistic comment	AUSTRALIA	27525	2018-01-20 02:45
ADMINISTRATION	012 Make pessimistic comment	IRANIAN	14190	2018-01-10 20:30
NEW YORK	1014 Demand intelligence cooperation	UNITED STATES	7470	2018-01-06 04:30
PRESIDENT	100 Demand, not specified below	WASHINGTON	13170	2018-01-10 03:30
RUSSIA	043 Host a visit	MILITARY	4815	2018-01-04 08:15
WEST VIRGINIA	173 Arrest, detain, or charge with legal action 	POLICE	27765	2018-01-20 06:45
MILITANT	100 Demand, not specified below	IRAQI	16110	2018-01-12 04:30
THE EU	114 Complain officially 	RUSSIA	12420	2018-01-09 15:00
THE ASSOCIATED PRESS	043 Host a visit	LAWYER	4350	2018-01-04 00:30
LAWYER	112 Accuse, not specified below	COMPANY	16605	2018-01-12 12:45
JOHANNESBURG	173 Arrest, detain, or charge with legal action 	AFRICA	28335	2018-01-20 16:15
UNITED STATES	012 Make pessimistic comment	RESIDENTS	27495	2018-01-20 02:15
SAUDI	050 Engage in diplomatic cooperation, not specified below	EMIRATI	7920	2018-01-06 12:00
SCHOOL	036 Express intent to meet or negotiate	KING	3060	2018-01-03 03:00
PRESIDENT	051 Praise or endorse	IRISHMAN	17385	2018-01-13 01:45
MINISTRY	110 Disapprove, not specified below	SUPREME COURT	26760	2018-01-19 14:00
LAWMAKER	046 Engage in negotiation	UNITED STATES	14310	2018-01-10 22:30
NETHERLANDS	010 Make statement, not specified below	SETTLEMENT	31275	2018-01-22 17:15
AFGHAN	040 Consult, not specified below	MEDIA	30270	2018-01-22 00:30
RUSSIA	051 Praise or endorse	MILITARY	32265	2018-01-23 09:45
CHINESE	150 Demonstrate military or police power, not specified below	WARSHIP	11715	2018-01-09 03:15
FISHER	020 Appeal, not specified below	UNITED STATES	19470	2018-01-14 12:30
UNITED STATES	013 Make optimistic comment	GOVERNMENT	27810	2018-01-20 07:30
PRIME MINISTER	040 Consult, not specified below	TOBAGO	4710	2018-01-04 06:30
OPERATIVE	173 Arrest, detain, or charge with legal action 	ROBBER	30435	2018-01-22 03:15
DALIT	062 Cooperate militarily	COMPANY	4920	2018-01-04 10:00
DEPUTY	042 Make a visit	JALALABAD	45	2018-01-01 00:45
HOSPITAL	043 Host a visit	BOSTON	11010	2018-01-08 15:30
UNITED STATES	043 Host a visit	MINIST	21690	2018-01-16 01:30
IRAN	013 Make optimistic comment	PROTESTER	4185	2018-01-03 21:45
COMPANY	025 Appeal to yield	PHILIPPINE	6450	2018-01-05 11:30
NEWSPAPER	010 Make statement, not specified below	GOVERNMENT	25635	2018-01-18 19:15
DEPUTY	043 Host a visit	RWANDA	11475	2018-01-08 23:15
THE WHITE HOUSE	043 Host a visit	FIRST LADY	23115	2018-01-17 01:15
COMPANIES	110 Disapprove, not specified below	UKRAINE	29205	2018-01-21 06:45
EDUCATION MINIST	1712 Destroy property	ISRAEL	20430	2018-01-15 04:30
SYDNEY	046 Engage in negotiation	BRITISH	705	2018-01-01 11:45
ISLAMIC	071 Provide economic aid	REGIME	630	2018-01-01 10:30
JUDGE	090 Investigate, not specified below	BOMBAY	30060	2018-01-21 21:00
RUSSIAN	138 Threaten to use military force, not specified below	RUSSIA	15615	2018-01-11 20:15
RESIDENTS	042 Make a visit	BOSTON	34260	2018-01-24 19:00
UNITED STATES	046 Engage in negotiation	OVAL OFFICE	5865	2018-01-05 01:45
